,artist,song,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1401,julian lennon,stick around,spotify:track:7FIqkrMFzbORpWI8vjWp9L,0.597,0.579,7,-10.724,1,0.0258,0.026,0.0218,0.149,0.557,88.822,245560,4
1402,eurythmics,missionary man,spotify:track:1LgZRmGoSyiOOWxjTjMJy0,0.593,0.85,10,-4.271,0,0.0582,0.0392,5.41e-06,0.248,0.567,124.894,267947,4
1403,the firm,all the king's horses,spotify:track:1W9DHhVwvAjXxuBKIegw0L,0.449,0.467,9,-13.668,0,0.031,0.421,9.48e-05,0.215,0.346,125.642,198467,4
1404,the fixx,secret separation,spotify:track:6Q7zSvNTtSWQsbXUh4jJOc,0.599,0.828,9,-10.184,1,0.0302,0.00648,2.8e-05,0.0375,0.963,110.236,231707,4
1405,pete townshend,give blood,spotify:track:6iwWFPOSfhH6kArlU52fp0,0.508,0.791,8,-11.896,1,0.0486,0.00974,0.106,0.048,0.412,127.632,346973,4
1406,hooters,day by day,spotify:track:5tggRH403EhmwsHH1jcdYa,0.445,0.951,2,-4.997,1,0.063,0.0193,0,0.076,0.608,147.641,200493,4
1407,billy idol,to be a lover,spotify:track:4nBzre6D0UrQFj1s8z45e1,0.562,0.767,5,-8.025,1,0.0474,0.234,0.00817,0.0828,0.526,184.363,232387,4
1408,r.e.m.,fall on me,spotify:track:3xPKSMgZl4N3rfTyIgSPfa,0.432,0.852,0,-4.865,1,0.0473,0.0711,0.000391,0.155,0.596,118.256,169920,4
1409,alan parsons project,stereotomy,spotify:track:5y1e75jvW8mr2K0l72Ktb2,0.706,0.585,5,-11.77,0,0.0306,0.161,0.00818,0.494,0.35,136.046,437320,4
1410,stevie nicks,i can't wait,spotify:track:4MI0gAD5TlqYXVyV6JePrT,0.61,0.931,9,-4.955,0,0.0874,0.0037,0.00352,0.873,0.449,125.399,275840,4
1411,38 special,somebody like you,spotify:track:6Adzw6f70iMwzNja7sOU4G,0.584,0.726,7,-6.519,1,0.0273,0.00369,0.00841,0.155,0.838,133.568,247667,4
1412,the robert cray band,smoking gun,spotify:track:5vOK3ksL1X3MNe2o48lWTU,0.478,0.702,4,-10.71,0,0.0617,0.0399,0.000765,0.866,0.64,125.28,435293,4
1413,kbc band,"it's not you, it's not me",spotify:track:5imdDjc6TBgVFW9xOlqIYW,0.442,0.512,2,-12.172,1,0.0291,0.222,0,0.332,0.628,172.915,227173,4
1414,ric ocasek,emotion in motion,spotify:track:5TknpiAJsKOhUM4HM3tFDX,0.657,0.527,0,-12.107,1,0.029,0.3,0.234,0.0669,0.926,106.028,280600,4
1415,the pretenders,my baby ,spotify:track:6kpDRDU50wYcRQPvFFeLXG,0.549,0.761,4,-7.135,1,0.0281,0.00237,0.0298,0.733,0.69,92.331,247803,4
1416,honeymoon suite,feel it again,spotify:track:27njtYcV3FjqmAvtxEUC4S,0.6,0.574,10,-13.164,1,0.0395,0.00874,7.41e-06,0.117,0.559,122.141,277293,4
1417,david & david,welcome to the boomtown,spotify:track:77btuAAez622DcWAqhL2kA,0.606,0.492,7,-13.203,1,0.041,0.515,0.000325,0.443,0.55,119.905,331160,4
1418,the fabulous thunderbirds,wrap it up,spotify:track:7LyBijjHIOoO8CSxVwVRKM,0.676,0.632,8,-12.726,1,0.0688,0.202,0.000139,0.101,0.86,120.862,162600,4
1419,boston,we're ready,spotify:track:33lj1WVboFiKGLBdxOzSAl,0.344,0.497,4,-14.547,1,0.0395,0.615,0.000246,0.151,0.375,134.169,237667,4
1421,bob seger & the silver bullet band,it's you,spotify:track:46XtPLEWJU2ln4poIIFUvR,0.595,0.89,0,-6.287,1,0.0265,0.0769,0.003,0.137,0.721,145.345,243924,4
1422,ric ocasek,true to you,spotify:track:66OCyXTh6qiyzhJj5DH1on,0.586,0.813,0,-11.633,1,0.0312,0.0347,0.487,0.0705,0.932,138.132,239733,4
1423,the moody blues,your wildest dreams,spotify:track:1T4iwEA2ySieXjWxjiMVWs,0.534,0.582,7,-15.997,1,0.0374,0.289,0.0338,0.283,0.653,141.362,291000,4
1424,icehouse,no promises,spotify:track:4AX3HUxF377bqmKfqC0s2N,0.66,0.738,5,-11.294,0,0.0287,0.0651,0.0144,0.116,0.704,115.813,222200,4
1425,triumph,somebody's out there,spotify:track:1t0oCQTyPoC1ZexQSnJ5Zj,0.435,0.764,2,-5.517,1,0.0331,7.02e-05,0,0.143,0.429,133.212,239600,4
1426,tom petty and the heartbreakers,so you want to be a rock & roll star,spotify:track:1bYjWWpROUmKeBSWb0b6Qr,0.341,0.888,2,-12.37,1,0.0541,0.00422,0.000313,0.957,0.561,142.78,216500,4
1427,bob seger & the silver bullet band,the aftermath,spotify:track:5Q0XE94Q1ylvvrAHfa8kc9,0.499,0.948,0,-4.45,1,0.041,0.000565,1.65e-05,0.0724,0.706,143.904,210760,4
1428,eddie money,i wanna go back,spotify:track:0gqy8H7byrHRhBVtKkMVKy,0.61,0.734,10,-9.862,1,0.034,0.237,6.02e-05,0.0489,0.701,111.698,235493,4
1429,til tuesday,what about love,spotify:track:5Abd8qlHxfliMmkggUCiSY,0.579,0.539,7,-13.573,0,0.0273,0.0606,0.185,0.0993,0.796,104.114,236267,4
1430,blue oyster cult,dancin' in the ruins,spotify:track:3hPYZWTZPGBnQ5fCAl6d12,0.589,0.691,9,-9.082,0,0.0406,0.0364,0.00306,0.0567,0.63,130.302,241533,4
1431,eric clapton,it's in the way that you use it,spotify:track:62SlFLFoxkP2rnAIHxV9n1,0.531,0.925,1,-5.004,0,0.0399,0.11,0.031,0.0798,0.881,200.934,251453,4
1432,bob seger & the silver bullet band,fortunate son,spotify:track:5pfQ6FuFKZJ81C7WrHaSTI,0.485,0.941,6,-4.562,1,0.0512,0.00358,0.00599,0.952,0.527,128.794,192683,4
1433,journey,be good to yourself,spotify:track:2D5xQtVNi4o6F3Gh1qxD3Y,0.35,0.986,0,-2.682,1,0.067,0.0247,6.61e-06,0.315,0.357,148.937,231680,4
1434,rush,manhattan project,spotify:track:3uQDfCKlwfK9Yz10JFcsC7,0.412,0.949,0,-6.378,1,0.123,0.0621,0.0355,0.105,0.192,161.537,304867,4
1435, ozzy osbourne,shot in the dark,spotify:track:31dqpLUModJWNbxrXu6TWd,0.581,0.791,6,-7.262,1,0.0324,0.00835,6.02e-05,0.142,0.619,123.887,256293,3
1436,the rolling stones,winning ugly,spotify:track:1W5BzwkPzhgLlYRqUALLw5,0.512,0.93,5,-3.117,1,0.0939,0.359,0.00733,0.689,0.592,134.304,271667,4
1437,david lee roth,tobacco road,spotify:track:12HgA2llEiYIwkDWJTfIse,0.445,0.655,9,-12.386,0,0.0465,0.015,1.81e-06,0.291,0.732,139.454,149733,4
1438,david lee roth,yankee rose,spotify:track:5Fh5nmTu6TEk0ze8QAU7og,0.583,0.692,2,-13.562,0,0.043,0.0026,0,0.125,0.795,137.572,234707,4
1439,the police,don't stand so close to me '86,spotify:track:09Tz6qgwM7iNFjfk30aJhe,0.611,0.789,7,-8.002,1,0.0414,0.184,5.19e-06,0.18,0.34,125.029,291400,4
1440,the moody blues,the other side of life,spotify:track:2mDgchJUTZVwkDEvFsmIso,0.665,0.334,4,-16.019,0,0.0313,0.154,0.000208,0.108,0.657,138.957,410333,3
1441,roger daltrey,let me down easy,spotify:track:7E4LQm69dSSClDJXIorJQH,0.578,0.787,9,-11.16,1,0.0364,0.0217,7.04e-06,0.155,0.6,110.864,247893,4
1442,joe jackson,right and wrong,spotify:track:5kWlR2bbOe56XLsRJ5EHlE,0.688,0.585,9,-11.537,0,0.0309,0.00445,1.53e-06,0.0492,0.841,119.37,274733,4
1443,journey,suzanne,spotify:track:1ek2BBY1US8xQlNsb8os3P,0.52,0.952,10,-2.304,1,0.0538,0.23,2.52e-05,0.325,0.574,88.002,218893,4
1444,stevie ray vaughan and double trouble,superstition,spotify:track:4OaTSHT0NYViNOgjpIAXpv,0.481,0.861,1,-9.719,1,0.0379,0.00288,0.485,0.912,0.833,103.154,280827,4
1445,joe cocker,shelter me,spotify:track:3uD5dlinp837w8rrWgLKI5,0.674,0.668,9,-10.09,1,0.0396,0.216,0.00244,0.193,0.543,120.371,262840,4
1446,journey,girl can't help it,spotify:track:2tWhYbJL0dZbkWXfhZbDZs,0.517,0.922,9,-2.341,0,0.078,0.0556,4.15e-06,0.358,0.448,126.028,230640,4
1447,george thorogood & the destroyers,reelin' & rockin',spotify:track:5JG3Jz13NiexVaenVkhbLr,0.409,0.958,7,-7.316,1,0.0675,0.00777,0.000361,0.986,0.57,97.101,311133,4
1448,bruce springsteen,war,spotify:track:1sTeIjsjonMTTQyffRgehj,0.467,0.581,11,-15.314,0,0.0662,0.181,1.31e-05,0.961,0.228,119.32,291867,4
1451,the alarm,strength,spotify:track:0vY5EeV8pIIAcyFdf1iSlc,0.454,0.939,11,-4.158,1,0.0604,0.0088,0,0.132,0.632,152.162,214627,4
1452,van halen,best of both worlds,spotify:track:5BNJqYUN3FI4krR901tdLd,0.559,0.717,2,-14.802,1,0.0626,0.0505,0.000116,0.286,0.603,115.451,288827,4
1453,the fabulous thunderbirds,tuff enuff,spotify:track:5A6NxpltFMv6jCsuA1qRHQ,0.58,0.663,6,-11.48,0,0.0385,0.0735,0.00211,0.645,0.718,116.305,202400,4
1454,inxs,listen like thieves,spotify:track:4CXPPtJaJf5uZRmFLEarAK,0.625,0.908,2,-4.345,1,0.0483,0.00118,0.029,0.0623,0.574,116.228,225333,4
1455,david lee roth,goin' crazy!,spotify:track:5dZiQVyXv66lYP2SSm8Ne1,0.511,0.628,7,-12.794,1,0.0293,0.0331,0.00029,0.0633,0.837,134.915,190107,4
1456,robert tepper,no easy way out,spotify:track:5bnMKUXkMfYVXW8FjvFTuV,0.543,0.829,4,-7.916,0,0.0497,0.00146,4.91e-05,0.289,0.64,126.195,262027,4
1457,gtr,when the heart rules the mind,spotify:track:1GZCxPWPE0ezSY6lcKVVRL,0.533,0.818,2,-8.47,1,0.0517,0.169,0.000432,0.215,0.335,137.218,328956,4
1458,the pretenders,my baby,spotify:track:6kpDRDU50wYcRQPvFFeLXG,0.549,0.761,4,-7.135,1,0.0281,0.00237,0.0298,0.733,0.69,92.331,247803,4
1459,bob seger,shakedown,spotify:track:303oOLP2Jf6M4rke52qItM,0.571,0.944,2,-5.365,1,0.072,0.0323,3.26e-06,0.308,0.498,170.696,241947,4
1460,lou gramm,midnight blue,spotify:track:4iQZi2sMZlbTpcUlo5YGBf,0.641,0.836,0,-7.155,1,0.0284,0.105,0.0335,0.0714,0.659,113.758,234693,4
1461,bruce springsteen ,tunnel of love,spotify:track:2rUHBIfbMBB92n1gSfSqwF,0.587,0.675,5,-11.787,1,0.0366,0.0501,0.00243,0.479,0.664,116.954,309760,4
1462,john cougar mellencamp,paper in fire,spotify:track:3fbVtEI5leNfYKvL7FxDz1,0.607,0.905,4,-4.748,1,0.0427,0.00122,0.000276,0.0624,0.533,141.984,231200,4
1463,inxs,devil inside,spotify:track:3m4OWJ3Ovl0pXwT79bw94N,0.501,0.784,0,-5.254,1,0.0699,0.0028,0.536,0.12,0.61,75.5,314608,4
1464,bruce hornsby,mandolin rain,spotify:track:3T8Ye4NB0MQhcEcxzMdAuH,0.563,0.421,7,-12.567,1,0.0311,0.822,2.28e-05,0.122,0.463,139.374,318947,4
1465,grateful dead,touch of grey,spotify:track:0mJQlCl9YgxW7kyeltNiVk,0.612,0.696,11,-11.34,1,0.0353,0.0785,9.4e-06,0.14,0.849,159.829,350862,4
1466,tom petty and the heartbreakers,jammin' me,spotify:track:2AFJkvRUFVx0MccykGaHV2,0.689,0.732,9,-11.391,1,0.0294,0.0325,4.08e-05,0.303,0.938,123.479,249093,4
1467,pet shop boys & dusty springfield,what have i done to deserve this?,spotify:track:4nNEJmpmH89lSWs55XY9T8,0.754,0.675,0,-7.3,1,0.0399,0.012,0.413,0.0688,0.951,118.035,272014,4
1468,john cougar mellencamp,cherry bomb,spotify:track:43oPpqzWPSZmeiwYicmzjG,0.744,0.945,7,-3.266,1,0.0286,0.0509,1.41e-06,0.0435,0.961,113.882,287107,4
1469,pet shop boys,always on my mind,spotify:track:2SWn864dJI5RNyrp3F4Kp1,0.533,0.889,7,-4.566,1,0.0362,0.00366,0.0593,0.338,0.579,124.768,237653,4
1470,robert cray band,smoking gun,spotify:track:5vOK3ksL1X3MNe2o48lWTU,0.478,0.702,4,-10.71,0,0.0617,0.0399,0.000765,0.866,0.64,125.28,435293,4
1471,richard marx,don't mean nothing,spotify:track:4ujVRZd9HdjepbpWSddABF,0.673,0.765,5,-10.615,1,0.0256,0.0439,3.43e-05,0.107,0.779,98.241,281533,4
1472,paul carrack,don't shed a tear,spotify:track:71Rr9TzqLF8NwsexpfyipC,0.644,0.657,11,-11.167,0,0.0307,0.0609,7.55e-05,0.0498,0.945,109.785,295427,4
1473,sammy hagar,give to live,spotify:track:0R8vaqcl7316PnMAWFTSK3,0.423,0.63,2,-9.778,1,0.0312,0.0129,5.86e-06,0.0479,0.393,153.945,264093,4
1474, yes,love will find a way,spotify:track:5B8sDKrg4VN8etjH0vFz40,0.593,0.887,11,-7.359,0,0.0318,0.195,0.00047,0.332,0.669,118.402,289733,4
1475,george harrison,when we was fab,spotify:track:6fAADiK2jnjdm5QRI7hSYc,0.507,0.6,5,-9.088,1,0.0236,0.59,0.00408,0.291,0.387,92.416,239853,4
1476,bruce springsteen,one step up,spotify:track:3ICZte49haM8ID7H6LSSjb,0.527,0.381,10,-17.408,1,0.0299,0.0546,0.00965,0.0842,0.295,150.162,261827,4
1477,def leppard,hysteria,spotify:track:2PFIZFcGry0po3ZfRZkzKc,0.659,0.846,7,-5.508,1,0.0274,0.0318,0.0144,0.203,0.659,107.01,354636,4
1478,r.e.m.,the one i love,spotify:track:2fdfsGuqb6SBX5ocoBWHUd,0.488,0.84,2,-4.626,1,0.0356,0.000395,1.21e-06,0.346,0.559,127.862,197800,4
1479,heart,who will you run to,spotify:track:2G7ttyDosjWmunOYsNRm0C,0.601,0.73,2,-11.103,1,0.0361,0.203,2e-05,0.107,0.684,116.313,246400,4
1480,bryan adams,heat of the night,spotify:track:2xEhTQcmrRNaxfUOvSAgXo,0.486,0.853,4,-11.836,0,0.0297,0.257,0.000824,0.355,0.726,173.85,307000,4
1481,pet shop boys,it's a sin,spotify:track:6IDHh3FcwLVcG5NsmpQgg2,0.538,0.86,0,-5.916,0,0.0435,0.252,0.000527,0.247,0.291,127.153,299307,4
1482,eric clapton,tearing us apart,spotify:track:3oKj0T3AEV8DhyyfAOMQpn,0.758,0.939,7,-4.485,1,0.0323,0.157,0.0694,0.3,0.967,121.652,255760,4
1483,pink floyd,on the turning away,spotify:track:7KA6U0WOHdGxWWLGPYN2Sb,0.448,0.402,7,-12.135,1,0.03,0.365,0.000746,0.076,0.244,100.454,341667,4
1484,pink floyd,learning to fly,spotify:track:3ieDOGcOqVxScs2VZBzidt,0.442,0.56,0,-13.681,1,0.0361,0.252,0.0322,0.151,0.475,166.585,292080,4
1486,bryan adams,into the fire,spotify:track:4f8fw0Agdx2AKz7TL23O2X,0.515,0.738,4,-12.865,1,0.0455,0.0359,2.26e-05,0.0626,0.382,121.923,281867,4
1487,peter wolf,come as you are,spotify:track:3P9yEppRHxRuvhl0kM0LDy,0.701,0.777,5,-3.715,0,0.135,0.00791,0,0.31,0.861,184.007,224387,4
1489,tom petty and the heartbreakers,runaway trains,spotify:track:1EEbSn8kJY93w3i8hyAbOk,0.569,0.618,6,-13.642,1,0.0264,0.0446,0.0124,0.0552,0.79,124.333,312733,4
1490,fleetwood mac ,everywhere,spotify:track:254bXAqt3zP6P50BdQvEsq,0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,226653,4
1491,lou gramm,ready or not,spotify:track:6P1zaBgYv8c1A0vdJ6bBMV,0.714,0.921,9,-6.469,0,0.0391,0.0555,5.15e-05,0.12,0.897,116.937,208160,4
1492,jethro tull,farm on the freeway,spotify:track:3mIFvPNCRsSPh1SyJM3l0A,0.623,0.519,7,-10.457,0,0.036,0.0604,0.001,0.0961,0.269,83.094,391067,4
1493,david bowie,time will crawl,spotify:track:1kOSBlTFRjNq8SDn9XX32z,0.686,0.954,11,-4.836,0,0.0407,0.0345,2.21e-05,0.329,0.849,125.044,260227,4
1495,michael bolton,(sittin' on) the dock of the bay,spotify:track:0tvKT0EdO4Gm1nw7rgiHHa,0.464,0.525,2,-13.806,1,0.0566,0.192,7.23e-06,0.268,0.565,178.352,231240,4
1496,the truth,weapons of love,spotify:track:4EW7eNwFekNuKnLClavPAe,0.564,0.341,1,-19.245,0,0.041,0.00504,0.0244,0.293,0.301,93.357,278667,4
1498,mick jagger,throwaway,spotify:track:0QCj7ygKQB5LiMVqNvZuKM,0.623,0.923,9,-6.823,1,0.066,0.0994,0.00176,0.605,0.7,129.884,303800,4
1499,def leppard,women,spotify:track:2q1njJdxOMEClSnuBWGMJa,0.52,0.916,2,-5.772,1,0.0392,0.00215,0.0236,0.318,0.388,86.414,342510,4
1500,kbc band,america,spotify:track:1nDREyYZpwir63iveS9jLR,0.497,0.662,4,-12.117,1,0.0615,0.0745,6.39e-05,0.0766,0.297,150.088,380000,4
1501,insiders,ghost on the beach,spotify:track:09TV8BEVz2DasWVPPDB6gk,0.516,0.62,9,-12.129,1,0.0397,0.0045,6.62e-06,0.219,0.611,146.581,243427,4
1502,the fabulous thunderbirds,stand back,spotify:track:31ksPwZxIJ2Q90ffsoK39V,0.68,0.67,0,-8.459,1,0.113,0.0212,3.44e-05,0.112,0.812,121.054,216240,4
1503,joe walsh,the radio song,spotify:track:4pOy712tjNNZxIhX5VllU6,0.641,0.593,0,-14.152,1,0.0305,0.0713,7.06e-06,0.23,0.605,108.755,211733,4
1504,gregg allman band,i'm no angel,spotify:track:2Yt2u7vNSCkPUy1awRFSPV,0.621,0.773,4,-12.157,1,0.0475,0.144,0,0.161,0.856,140.748,222893,4
1505,loverboy,notorious,spotify:track:5JmRY65gYC2JZVCL9aZBik,0.43,0.946,2,-7.932,1,0.0506,0.017,0.000143,0.311,0.545,156.709,279000,4
1506,the cars,you are the girl,spotify:track:4Dvfdhc0DnWUSKZgDe6opm,0.684,0.79,7,-10.247,1,0.035,0.049,0.000459,0.693,0.956,138.153,233293,4
1507,fleetwood mac,seven wonders,spotify:track:1VN2vWSkSmMKOhxr8lHzSx,0.707,0.625,4,-9.529,1,0.0303,0.0259,5.42e-05,0.104,0.634,119.049,222400,4
1508,steve miller band,nobody but you baby,spotify:track:4FCinA3Z1DHKsgT0gcUqU9,0.581,0.86,5,-11.391,1,0.0608,0.188,1.47e-05,0.0814,0.724,129.027,244693,4
1509,rock and hyde,dirty water,spotify:track:06fuh2rGOaoelcmpPTmFfD,0.651,0.831,0,-10.906,1,0.0439,0.00341,5.08e-05,0.0855,0.402,111.665,260000,4
1510,john mellencamp,the real life,spotify:track:0dhYfZPCNJVV7ABvI1ZPNi,0.612,0.896,3,-3.034,0,0.0415,0.0797,0,0.249,0.791,136.127,237507,4
1511,warren zevon,sentimental hygiene,spotify:track:3oEmNHgAxxxt9DjP5rN5wL,0.597,0.821,4,-10.869,0,0.0432,0.0284,0.00118,0.0547,0.799,114.942,306040,4
1512,billy idol,don't need a gun,spotify:track:2QnmBN9FmRsYHvKUJQrebB,0.629,0.847,9,-7.691,1,0.0321,0.0559,0.213,0.323,0.505,139.301,377813,4
1513,john cougar mellencamp,hard times for an honest man,spotify:track:2cXnO7rLmNZeTFWepWsMLw,0.757,0.938,4,-3.099,1,0.0366,0.158,0,0.0911,0.76,118.789,207373,4
1514,little america,walk on fire,spotify:track:1mGkErkDswrKzrjubLx23e,0.175,0.00725,5,-33.828,0,0.0518,0.986,0.27,0.0882,0.0379,121.546,241000,1
1515,yes,rhythm of love,spotify:track:7Jgz1CgFVfBmtYJ1lc0UXa,0.572,0.834,2,-5.754,1,0.0348,0.0405,0.000461,0.139,0.343,124.508,292173,4
1516,bryan adams,victim of love,spotify:track:73U7iE42GU9HCVtlbSQ2Fb,0.457,0.491,0,-13.241,1,0.0332,0.00358,3.22e-06,0.235,0.411,143.614,247040,4
1517,jethro tull,steel monkey,spotify:track:1gvKRHpnM3Xy4r0LzWHOxL,0.57,0.899,1,-8.642,0,0.0313,0.000142,0.195,0.127,0.689,115.901,217000,4
1518,psychedelic furs,heartbreak beat,spotify:track:0DGfclu8baokgVcqSowXzI,0.542,0.691,7,-11.094,1,0.0366,0.162,0.000133,0.085,0.678,122.719,309360,4
1519,steve winwood,the finer things,spotify:track:0qrOEuhMXqAyMMyfOCZ2yC,0.782,0.713,2,-6.999,0,0.0325,0.179,0.0321,0.105,0.572,124.674,251200,4
1520,joe cocker,unchain my heart,spotify:track:6oyYKWTbYt5Zb8tIiLZbmH,0.751,0.674,9,-12.976,0,0.0425,0.0214,0.000143,0.32,0.696,117.969,304293,4
1521,sting,little wing,spotify:track:1ZZYSJWfHVyvTE6A8vK4Mp,0.467,0.416,7,-17.892,1,0.0429,0.254,0.0108,0.0273,0.435,134.683,311267,4
1522,david bowie,day-in day-out,spotify:track:4C6hS2t2ixTOTe7shNmxnh,0.674,0.917,0,-5.593,1,0.0427,0.0227,4.91e-05,0.104,0.744,120.161,339360,4
1523,georgia satellites,battleship chains,spotify:track:0dJEQ01IPN4ukqRsPrm4ab,0.501,0.87,0,-7.705,1,0.0324,0.000522,0.00304,0.391,0.877,130.404,177387,4
1524,heart,there's the girl,spotify:track:5qMNvVFTJoTLkaXbudbVNF,0.586,0.814,11,-12.941,0,0.0314,0.271,0,0.338,0.71,130.392,230067,4
1525,the outfield,since you've been gone,spotify:track:3BWOEIkW9H7tCr8wwjzOyf,0.491,0.834,2,-11.204,1,0.0571,0.26,1.07e-05,0.196,0.481,124.122,286467,4
1526,robbie robertson,showdown at big sky,spotify:track:024l9PlvWWPaCTfRO6LZ88,0.504,0.791,9,-13.048,0,0.0428,0.0218,0.000538,0.131,0.629,111.498,287573,4
1527,mason ruffner,gypsy blood,spotify:track:00HLBuTpSXuupSWH99RzpU,0.557,0.964,11,-9.786,0,0.0395,0.00725,0.033,0.0874,0.765,122.163,275600,4
1528,def leppard,animal,spotify:track:4qjscZh4jfhkpcQG4ZQfi2,0.583,0.921,11,-5.215,1,0.0468,0.00153,0.0178,0.188,0.613,119.526,244560,4
1529,u2,spanish eyes,spotify:track:55BFeUPXy3ZCP5B6Rsddv7,0.466,0.741,9,-8.441,0,0.0416,0.0721,4.63e-05,0.0656,0.389,132.331,196300,4
1531,night ranger,the secret of my success,spotify:track:3M2yrfGLuKQPpQGt01k3Po,0.612,0.777,7,-10.887,1,0.0403,0.168,0,0.256,0.588,121.316,267200,4
1532,roger waters,radio waves,spotify:track:5PLvY4sjkHrC1xwpVTYpbb,0.637,0.682,7,-14.182,1,0.035,0.0885,2.96e-05,0.447,0.825,124.104,297933,4
1533,eric clapton,miss you,spotify:track:4FK32jMoJOkbd7OLCYsm3z,0.575,0.929,7,-5.478,1,0.0278,0.0246,0.0035,0.22,0.895,89.723,306413,4
1534,lynyrd skynyrd,truck drivin' man,spotify:track:7lHEUnQSXkqGMijPvC5qQh,0.556,0.621,4,-12.647,1,0.0314,0.519,0.000231,0.231,0.974,135.632,316800,4
1535,bryan adams,hearts on fire,spotify:track:20HhDn0i0STNmkjgFqmvO5,0.562,0.743,11,-12.132,1,0.0412,0.0277,0,0.156,0.703,115.405,210627,4
1536,great white,rock me,spotify:track:0u6toDywZABXlUBq76iPKW,0.557,0.415,6,-14.008,0,0.0406,0.159,0.0733,0.112,0.133,140.722,439000,4
1537,hooters,satellite,spotify:track:46Jsh7QvWw3JKZnjP8tUfB,0.487,0.878,7,-5.605,1,0.0316,0.0564,0.000119,0.163,0.32,104.136,254840,4
1538,r.e.m.,orange crush,spotify:track:7sNhXWrg9eW3qRqeuePaIC,0.568,0.701,9,-10.453,1,0.04,0.000613,0.00258,0.17,0.638,120.678,231640,4
1539,bruce hornsby and the range,the valley road,spotify:track:292MncSeU5x2EKm27OFsm0,0.556,0.62,1,-9.841,1,0.0328,0.58,0.701,0.0521,0.767,128.596,275627,4
1540,u2,when love comes to town,spotify:track:2cpUudtTX7OU6DcoNTuxwB,0.65,0.665,9,-11.259,1,0.0372,0.0526,4.62e-06,0.13,0.593,115.51,254267,4
1541,david lee roth,just like paradise,spotify:track:5ZY7Gug850kv4heJcWZGHM,0.611,0.853,2,-4.983,1,0.034,0.0219,0,0.671,0.376,135.558,243280,4
1542,enya,orinoco flow (sail away),spotify:track:3VObTAziCKm64udBqry9Ax,0.691,0.439,0,-10.378,1,0.0284,0.678,0.000335,0.127,0.425,114.991,225840,4
1543,steve winwood,don't you know what the night can do?,spotify:track:5Pm6zNr7i5606OzSc3vs4v,0.597,0.381,0,-17.251,1,0.0355,0.223,0.00108,0.0623,0.556,171.983,415333,4
1544,midge ure,dear god,spotify:track:2sL3j6hUhiLTZCmslmijGt,0.55,0.855,0,-7.145,1,0.0428,0.34,5.97e-05,0.235,0.567,102.018,300520,4
1545,van halen,when it's love,spotify:track:7gG1RvwQRrofiL3tvq8pBI,0.563,0.623,2,-12.327,1,0.0252,0.0494,0.000159,0.184,0.393,99.34,337907,4
1546,robert plant,tall cool one,spotify:track:6vejDalRlBqPrr7s3iwi9U,0.614,0.93,11,-4.977,0,0.0648,0.00515,0.00297,0.264,0.508,159.262,278520,4
1547,robert plant,heaven knows,spotify:track:6A9TbHS2QhP4LcAOxP2jDU,0.672,0.77,0,-6.249,1,0.0258,0.0105,0.391,0.105,0.913,110.167,245453,4
1548,little feat,let it roll,spotify:track:0MGn0KAj4BQHdBM1EwzqNb,0.49,0.826,9,-10.825,1,0.04,0.0556,0.000443,0.0891,0.833,203.431,270360,4
1549,gregg allman band,can't get over you,spotify:track:6WMt9fbrtCzzIu2QV6sGUd,0.634,0.794,4,-11.036,1,0.0327,0.00283,0.041,0.298,0.664,112.895,206067,4
1550,the fabulous thunderbirds,powerful stuff,spotify:track:68SR4DolK3rlZjxAfOWwjA,0.59,0.734,7,-13.427,1,0.0266,0.00701,0.0174,0.301,0.838,142.538,275267,4
1552,jimmy barnes,too much ain't enough love,spotify:track:41c0FBsKGWXqAnQC3ifyzw,0.623,0.721,0,-10.52,0,0.0276,0.302,0.000122,0.0838,0.782,101.431,284280,4
1553,siouxsie & the banshees,peek-a-boo,spotify:track:3VkyKA0iCT1ABwaSjb0kpf,0.825,0.684,2,-8.6,1,0.256,0.444,0,0.106,0.622,105.207,192813,4
1554,keith richards,take it so hard,spotify:track:1cJ0cJ7h00HviJTsLDmrsz,0.595,0.902,7,-8.483,1,0.0429,0.225,2.13e-05,0.0734,0.669,120.536,196800,4
1555,george thorogood & the destroyers,born to be bad,spotify:track:6PyBbpcUaXA2GZXwi8aM5o,0.448,0.837,9,-13.319,1,0.0371,0.102,4.98e-05,0.269,0.925,174.047,214800,4
1556,white lion,when the children cry,spotify:track:4ZCLM74MYhUy80TPiaAuee,0.493,0.242,4,-13.593,0,0.0291,0.68,0,0.071,0.345,130.258,258600,4
1557,eddie money,the love in your eyes,spotify:track:7AZoALrknj7D1slaR7BWYC,0.627,0.712,0,-12.371,1,0.0406,0.156,1.48e-06,0.424,0.718,97.921,246627,4
1558,little feat,hate to lose your lovin',spotify:track:3nxwbbEiH9v2k13zQNJ5nL,0.572,0.821,7,-7.421,1,0.0369,0.181,0.000996,0.0528,0.958,174.115,262667,4
1559,bad company,no smoke without a fire,spotify:track:0Kwm2tFcqCfxRwLXNBbS3S,0.477,0.711,4,-13.03,0,0.0492,0.0194,0.000955,0.081,0.682,167.085,279413,4
