,artist,song,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
156,ottawan,hands up (give me your heart),spotify:track:3nsdP8gVyVmVmuWlNSlTcR,0.86,0.524,5,-7.997,0,0.036,0.38,0.000436,0.119,0.973,125.036,201407,4
157,the stray cats,rock this town,spotify:track:2SknHmwY6GiOv6aK7YRahd,0.254,0.853,2,-10.218,1,0.0517,0.104,0,0.242,0.711,201.952,207000,4
158,the go gos,our lips are sealed,spotify:track:1GVnAD8Iz45rux6EC657Yv,0.608,0.864,8,-7.101,1,0.0522,0.0444,2.95e-06,0.0341,0.947,131.208,167960,4
159,roxy music,jealous guy,spotify:track:6EMQo2suHaUYZVsbGVTxSZ,0.51,0.622,4,-7.651,0,0.0268,0.0395,0.00532,0.128,0.387,77.663,297307,4
160,rod stewart,tonight i'm yours (don't hurt me),spotify:track:5sgVguJJlA7thC8ybAFOo5,0.68,0.826,9,-4.958,1,0.0671,0.0683,0.444,0.0861,0.963,158.314,251867,4
161,journey,who's crying now,spotify:track:5IK2FtuC0qmHHam9sWFxUI,0.57,0.554,9,-9.732,0,0.0288,0.0548,0,0.139,0.372,122.135,300147,4
162,reo speedwagon,take it on the run,spotify:track:5gys5nzVQIYhgHIfiOJYva,0.371,0.758,7,-5.679,1,0.036,0.0958,0,0.116,0.452,77.81,239680,4
163,eddie rabbitt,i love a rainy night,spotify:track:0zvNHIL7ci0ZzIoWU6RO2u,0.685,0.718,0,-7.724,1,0.0521,0.122,0,0.0556,0.958,131.463,191067,4
164,adam & the ants,antmusic,spotify:track:2tYnmGr2CTrCugCNK73uoW,0.695,0.806,2,-4.119,1,0.142,0.101,0.00012,0.37,0.635,81.151,216960,4
165,diana ross,why do fools fall in love?,spotify:track:618K2eozL0nM4nf0d8Q5r6,0.652,0.8,4,-5.463,1,0.0738,0.52,7.56e-05,0.566,0.961,160.105,173413,4
166,stevie nicks & tom petty ,stop draggin' my heart around,spotify:track:66LhCsc06aTa2Ig7iYPDSP,0.631,0.597,4,-7.382,0,0.026,0.379,0.00273,0.146,0.665,107.26,244440,4
168,champaign,how 'bout us,spotify:track:1jc24HfkDT31GLKlxesuZl,0.53,0.519,1,-11.626,1,0.0469,0.514,2.2e-05,0.0751,0.5,73.286,273227,4
169,adam & the ants,prince charming,spotify:track:3JuwVgIYYl7tHeEGrEQqbg,0.544,0.667,9,-9.526,1,0.0398,0.179,3.94e-06,0.142,0.665,149.944,198187,4
170,the rolling stones,waiting on a friend,spotify:track:4Wd9pEtEnZNDjgiswGOpJb,0.606,0.794,0,-6.042,1,0.0282,0.157,0.0406,0.568,0.911,116.93,274227,4
171,a taste of honey,sukiyaki,spotify:track:4FwOQZ6L39ZyHYwmPwlJZw,0.552,0.387,3,-10.147,1,0.031,0.85,1.65e-05,0.113,0.227,135.874,225067,4
172,frank duval,angel of mine,spotify:track:6R4pFpZdnsUCQDPFM33cn5,0.257,0.333,0,-11.76,1,0.03,0.845,0.00212,0.0855,0.0828,162.548,252907,3
173,neil diamond,hello again,spotify:track:1h9JJkK1rEqMrkuuU4vRSP,0.262,0.212,0,-17.044,1,0.0332,0.415,0,0.124,0.0994,122.49,243133,4
174,john lennon,watching the wheels,spotify:track:4fKhRRYn7F5shZItjJkPJU,0.607,0.612,0,-8.666,1,0.0523,0.408,5.2e-06,0.32,0.272,82.933,239933,4
175,genesis,abacab,spotify:track:10ThhPNj7E31iHGR0jTfeP,0.702,0.687,0,-9.25,1,0.032,0.0195,0.329,0.076,0.175,130.711,418147,4
176,marty balin,hearts,spotify:track:150LOyOS0ISsZ9IcwPf6iT,0.719,0.551,0,-9.124,1,0.0324,0.529,9.05e-06,0.139,0.829,123.444,258773,4
177,the royal philharmonic orchestra,hooked on classics,spotify:track:4HtjUQdVEjfFcG1l1oqEZW,0.694,0.614,7,-13.191,1,0.0464,0.0272,0.913,0.336,0.662,143.819,348400,4
178,orchestral manoeuvres in the dark,enola gay,spotify:track:3NYCaxkggl0Hh8vQptSUvV,0.559,0.764,2,-7.058,0,0.0348,0.00441,0.0299,0.0807,0.932,143.319,213693,4
179,odyssey,going back to my roots,spotify:track:2ce4RsJ38JH1iroQhoph3J,0.698,0.853,1,-9.667,1,0.0353,0.0551,0.00196,0.0388,0.879,107.347,205507,4
180,adam & the ants,stand & deliver,spotify:track:61QIfqud4mdN8JgTgIlW9M,0.549,0.857,9,-10.156,1,0.0659,0.00542,8.05e-05,0.393,0.63,141.688,215627,4
181,gino vannelli,living inside myself,spotify:track:6IAh4MjV3GRkvIHrCbUFWY,0.409,0.428,11,-13.195,1,0.0412,0.462,8.22e-05,0.0687,0.04,119.941,263227,4
182,the police,spirits in the material world,spotify:track:4frelkLhC4ATqJH9VGJztu,0.833,0.663,9,-7.859,0,0.058,0.273,0.016,0.0327,0.859,141.551,179067,4
183,kenny rogers,i don't need you,spotify:track:2FOIK633FgeVKWGl4bjSZU,0.501,0.3,1,-14.475,1,0.0328,0.116,1.54e-05,0.219,0.309,135.195,208867,4
184,billy squier,the stroke,spotify:track:52KvuGmgcgRdrLMXOtda0E,0.67,0.591,7,-6.012,1,0.0646,0.62,0,0.373,0.8,91.439,217613,4
185,the jackson 5,can you feel it,spotify:track:1w94HU6nAaSkXaQV8GoGUY,0.674,0.579,11,-9.027,1,0.0395,0.0576,0.902,0.0407,0.964,125.061,152085,4
186,shakin' stevens,green door,spotify:track:4aX2lcnR7KKRvhZbkgB2xc,0.657,0.765,4,-5.327,1,0.0514,0.0216,0.00121,0.0993,0.757,132.785,191987,4
187,yarbrough & peoples,don't stop the music,spotify:track:0DVevhcLPiHoLaVyl6dSGr,0.829,0.71,11,-8.736,1,0.0415,0.115,0.145,0.0541,0.949,98.293,249000,4
188,the who,you better you bet,spotify:track:58RWYT5MGo8e4Y3WAZHh9g,0.577,0.762,0,-8.552,1,0.0441,0.5,4.13e-05,0.0753,0.554,161.965,337067,4
189,depeche mode, just can't get enough,spotify:track:0xuXRQJfxmdP6gvfDe2Z4L,0.765,0.766,0,-9.374,1,0.0348,0.41,0.052,0.177,0.923,128.177,222760,4
190,barbra streisand,comin' in & out of your life,spotify:track:1ewTd6py4ifeRxoFH0HXlu,0.305,0.295,1,-14.085,1,0.0392,0.804,1.67e-05,0.073,0.185,139.8,248667,4
191,the commodores,oh no,spotify:track:4t374JpKYq4OGTUoJ4PVwm,0.584,0.186,8,-17.158,1,0.0258,0.772,6.21e-06,0.273,0.336,85.731,184307,4
192,sheena easton,modern girl,spotify:track:7k1fu2zeQ3S47mT4lhJWcL,0.679,0.661,0,-12.017,1,0.0862,0.467,1.83e-05,0.193,0.823,119.596,217467,4
193,gary us bonds,this little girl,spotify:track:2Go3GgCcMjtZVdLUo2CI63,0.505,0.898,11,-7.511,1,0.0452,0.0635,0,0.28,0.859,145.465,222707,4
194,talking heads,once in a lifetime,spotify:track:38Ngied9rBORlAbLYNCl4k,0.644,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459,259907,4
195,boney m,we kill the world (don't kill the world),spotify:track:4E2F7UvhjOEHVKDhTPR7BG,0.403,0.681,8,-7.538,1,0.0433,0.346,1.16e-05,0.148,0.48,154.67,393053,4
196,john lennon,jealous guy,spotify:track:3D9iV6cYkYJRAPFO6DRKIE,0.489,0.389,4,-11.653,0,0.0284,0.877,0.32,0.105,0.254,131.366,257787,4
197,manhattan transfer,the boy from new york city,spotify:track:4H6EV7soFKhurMK2CFfpmM,0.71,0.633,2,-9.376,1,0.0531,0.457,1.49e-05,0.0967,0.702,151.522,222160,4
198,electronica's,dance little bird,spotify:track:0qGbtE62hWxHcNg0DExned,0.722,0.868,1,-4.771,1,0.0523,0.0616,0.847,0.0915,0.135,99.989,355410,4
199,steely dan,hey nineteen,spotify:track:1tjK9HhmpEfk0ijyIKsoUk,0.952,0.301,2,-13.936,1,0.0612,0.0126,0.000931,0.0387,0.728,119.629,307400,4
200,survivor,eye of the tiger,spotify:track:2KH16WveTQWT6KOG9Rg6e2,0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,245640,4
201,joan jett & the blackhearts,i love rock 'n' roll,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,0.535,0.716,4,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,175173,4
202,the human league,don't you want me,spotify:track:3L7RtEcu1Hw3OXrpnthngx,0.731,0.738,9,-8.125,0,0.0377,0.184,0,0.214,0.958,117.656,236920,4
203,paul mccartney & stevie wonder,ebony & ivory,spotify:track:1m686IXmq6I47U3CcIahJf,0.611,0.598,4,-7.917,1,0.0403,0.381,0,0.0821,0.464,79.979,225869,4
204,men at work, down under,spotify:track:3ZZq9396zv8pcn5GYVhxUi,0.739,0.459,11,-14.42,0,0.0294,0.129,0.0194,0.0474,0.892,107.115,222320,4
205,j geils band,centrefold,spotify:track:6HocC7xdyvZA5LWxFKQpAH,0.612,0.816,0,-5.041,1,0.0289,0.00806,0,0.325,0.817,113.961,231584,4
206,steve miller band,abracadabra,spotify:track:2E2ZVy2fxslpAUgbb4zu84,0.791,0.535,9,-13.261,0,0.0355,0.0749,1.96e-06,0.156,0.963,127.488,308373,4
207,dexys midnight runners,come on eileen,spotify:track:3MrWxJaD2AT0W9DjWF64Vm,0.45,0.656,2,-7.049,1,0.0472,0.664,3.02e-06,0.259,0.782,106.61,287307,4
208,joe cocker & jennifer warnes,up where we belong,spotify:track:1h22h211rde6dDCeW2hXpN,0.632,0.305,2,-11.842,1,0.0326,0.614,2.01e-05,0.0713,0.238,139.935,232573,4
209,musical youth,pass the dutchie,spotify:track:1BkY0N8ChFk2mdLbAUu8ZK,0.805,0.418,7,-14.374,1,0.0979,0.459,0,0.288,0.966,149.724,205427,4
210,f r david,words,spotify:track:1HPJOoIVdUPuaebxzMrVaD,0.537,0.789,10,-5.578,0,0.0549,0.372,2.66e-05,0.138,0.527,123.763,209013,4
211,chicago,hard to say i'm sorry,spotify:track:07TnWCHrFkvF61GzJuLVt0,0.398,0.57,4,-7.068,1,0.034,0.056,0.00125,0.0606,0.234,140.974,304213,4
212,john cougar mellencamp,jack & diane,spotify:track:43btz2xjMKpcmjkuRsvxyg,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,254493,4
213,toni basil,mickey,spotify:track:5G9KcZaxfCysfv4EryCB9b,0.595,0.928,4,-4.457,1,0.0503,0.0569,0,0.0336,0.982,149.975,252885,4
214,hall & oates,i can't go for that (no can do),spotify:track:41dDygR3r7e926oGUXfrLt,0.889,0.441,0,-9.506,0,0.0379,0.0405,0.000788,0.038,0.963,110.565,307307,4
215,hall & oates,maneater,spotify:track:7j74lucZ59vqN67Ipe2ZcY,0.724,0.498,11,-13.083,0,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,273173,4
216,trio,da da da ich lieb dich nicht du liebst mich nicht aha aha aha,spotify:track:1vfoYJQQ9w6T66OgpbQuxn,0.791,0.914,5,-6.718,0,0.0455,0.00379,0.0324,0.0448,0.968,132.244,392200,4
217,toto,rosanna,spotify:track:37BTh5g05cxBIRYMbw8g2T,0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,331200,4
218,charlene,i've never been to me,spotify:track:6DMOzL2zPZBAW0LDYCYLWm,0.473,0.332,10,-12.51,1,0.0426,0.843,0,0.0853,0.435,121.326,234773,4
219,duran duran,hungry like the wolf,spotify:track:39lSeqnyjZJejRuaREfyLL,0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,220627,4
220,laura branigan,gloria,spotify:track:15ob9SMGLWrexuPuyuMjKl,0.775,0.866,9,-3.598,1,0.0295,0.135,0.0376,0.152,0.875,131.338,295067,4
221,quarterflash,harden my heart,spotify:track:3CSLUIrI2KPMulHR5bh17O,0.531,0.43,11,-14.523,0,0.0578,0.0568,1.22e-06,0.0964,0.453,124.284,232627,4
222,abc,the look of love,spotify:track:6HvUtPLqkP0t6zd6YNdWby,0.731,0.91,9,-4.559,0,0.0918,0.11,0.000447,0.313,0.886,120.991,209160,4
223,supertramp,it's raining again,spotify:track:2bzBI23EJWHjXmGj3xlYaM,0.603,0.674,10,-6.808,1,0.0295,0.62,0.00261,0.26,0.559,121.261,264240,4
224,shakin' stevens,oh julie,spotify:track:2cO0A5kJ5l7y5XIpfopHEz,0.48,0.994,0,-2.072,1,0.126,0.211,0.000663,0.209,0.784,160.249,154107,4
225,frida,i know there's something going on,spotify:track:6CT0MVgHnoAUXrSrnlwfWx,0.585,0.795,2,-8.269,0,0.0358,0.0412,0.291,0.0834,0.865,109.011,326747,4
226,dionne warwick,heartbreaker,spotify:track:3iMLRCGHLQ135LtMjKLkO8,0.671,0.514,1,-13.561,0,0.0239,0.0921,1.53e-05,0.137,0.803,100.771,258206,4
227,vangelis,chariots of fire,spotify:track:3zmXCcrMKpGho2sTRZG1Ux,0.445,0.444,1,-9.8,1,0.0323,0.0489,0.0618,0.112,0.0395,136.226,202806,4
228,the clash,rock the casbah,spotify:track:56KqaFSGTb7ifpt16t5Y1N,0.797,0.872,9,-6.727,0,0.0575,0.291,0,0.284,0.866,129.885,222427,4
229,john cougar mellencamp,hurt so good,spotify:track:67eX1ovaHyVPUinMHeUtIM,0.785,0.737,9,-5.306,1,0.0363,0.042,0.000107,0.108,0.971,125.447,218960,4
230,falco,der kommissar,spotify:track:3TBRJsLCcwroEkA3tD4u2N,0.93,0.607,7,-10.389,1,0.0457,0.0526,5.22e-06,0.039,0.95,118.242,232588,4
231,kim wilde,cambodia,spotify:track:2Sh3g4QYQrIAsvgfTXmSaX,0.683,0.685,2,-5.96,0,0.0276,0.0208,0.0177,0.1,0.696,110.791,237707,4
232,kool & the gang,get down on it,spotify:track:4Cv6ongCvJy9JfSkWVnb5D,0.847,0.389,9,-15.362,0,0.0569,0.0753,1.2e-05,0.0471,0.968,111.52,293667,4
233,paul mccartney & michael jackson,the girl is mine,spotify:track:6ccHuWQAQhdZ0JCFlTHvNM,0.454,0.664,9,-6.557,1,0.0846,0.385,2.86e-06,0.246,0.696,79.88,221600,4
234,grandmaster flash & the furious five,the message,spotify:track:5DuTNKFEjJIySAyJH1yNDU,0.947,0.607,10,-10.58,0,0.202,0.0249,4.76e-06,0.0861,0.732,100.619,431800,4
235,lindsey buckingham,trouble,spotify:track:04ijIUVdT4Qy1SBWFUPROY,0.695,0.503,1,-12.91,1,0.0361,0.111,0.0134,0.0996,0.969,124.113,236533,4
236,willie nelson,always on my mind,spotify:track:2xYQTU2bbg6WVAmpY1eae4,0.524,0.261,2,-13.868,1,0.0272,0.755,0.00105,0.144,0.201,73.36,212667,4
237,lionel richie,truly,spotify:track:7AslBsiVLQAGrmFmi79ZeK,0.366,0.238,1,-13.853,1,0.038,0.646,1e-05,0.0876,0.131,68.377,200507,4
238,the go gos,we got the beat,spotify:track:5kz9GDBTX846OXwqWoyKzF,0.587,0.994,2,-5.61,1,0.045,0.155,0.0734,0.0319,0.481,151.941,153133,4
239,imagination,just an illusion,spotify:track:4QT3YKobBj4BI7xCYRLr9u,0.752,0.548,11,-10.532,0,0.0329,0.295,0.115,0.0582,0.658,105.125,387867,4
240,the alan parsons project,eye in the sky,spotify:track:39qYD4J4BKvZMQgxfXl5bv,0.823,0.417,2,-12.643,1,0.032,0.562,0.00098,0.0765,0.522,111.928,276280,4
241,men at work,who can it be now?,spotify:track:5rfJ2Bq2PEL8yBjZLzouEu,0.805,0.479,4,-14.734,1,0.0436,0.0627,0.000143,0.104,0.962,128.411,201293,4
242,a flock of seagulls,i ran (so far away),spotify:track:2Rwux3fRY1xxl167muIo93,0.537,0.815,2,-6.208,1,0.0348,0.000418,0.807,0.194,0.691,145.424,219907,4
243,don henley,dirty laundry,spotify:track:7LFer4drCtWSyD8oxORZtC,0.756,0.773,5,-6.65,0,0.0306,0.0848,0.0026,0.0792,0.954,98.384,336800,4
244,adam ant,goody two shoes,spotify:track:760xFXFj5Fksa3jawSCn5g,0.624,0.991,1,-3.467,0,0.135,0.0289,0.0107,0.0477,0.535,95.472,209213,4
245,journey,open arms,spotify:track:2w4EpqGasrz9qdTwocx54t,0.405,0.21,2,-13.214,1,0.0279,0.584,0,0.139,0.174,100.577,202173,3
246,yazoo,don't go,spotify:track:3KuAa8Y79xlfJgYtBKbynY,0.776,0.44,6,-15.887,1,0.0613,0.34,0.00704,0.0508,0.606,125.756,191307,4
247,j geils band,freeze-frame,spotify:track:6QqK6a1CmV4L504uMQaGDH,0.573,0.806,0,-10.978,1,0.0356,0.151,0.0116,0.405,0.934,186.328,237507,4
248,asia,heat of the moment,spotify:track:1nmZ8yqKkfooOuYvtFctDp,0.323,0.839,1,-7.35,1,0.0503,0.315,0.000313,0.348,0.543,136.232,227627,4
249,richard sanderson,reality,spotify:track:44KoRGlMzFX6eOcoA1sLn3,0.306,0.429,7,-9.464,1,0.0269,0.304,1.89e-06,0.149,0.174,152.829,289733,4
250,the stray cats,stray cat strut,spotify:track:5yogRsv5ggT6iCnFgvdpho,0.679,0.609,0,-9.482,0,0.0347,0.0957,0.00113,0.0474,0.695,132.467,198000,4
251,david bowie,cat people (putting out fire),spotify:track:25ceFvWSaI3zoy9hhNYDqu,0.502,0.867,10,-5.631,1,0.0501,0.063,0.000395,0.0918,0.752,128.295,309960,4
252,orchestral manoeuvres in the dark,maid of orleans (the waltz joan of arc),spotify:track:4PRMoiMtGe9uutOcWzaoFx,0.538,0.734,8,-7.461,1,0.034,0.0575,0.635,0.0478,0.352,109.778,252107,3
253,the human league,mirror man,spotify:track:52s6Ea6aSZMvPUIH0dSpk4,0.634,0.615,0,-11.145,1,0.0412,0.0635,5.1e-05,0.0551,0.519,133.601,230373,4
254,joe jackson,steppin' out,spotify:track:2KY0QUeRY3IPuJI1gyU9BJ,0.579,0.223,11,-20.208,1,0.0364,0.0439,0.00232,0.0613,0.532,159.696,268200,4
255,tight fit,the lion sleeps tonight,spotify:track:1so85Or3C7J0sBnBOucVBA,0.637,0.706,5,-9.445,1,0.0349,0.0153,1.99e-06,0.167,0.858,121.105,192667,4
256,ray parker jr,the other woman,spotify:track:7ubq5fqmcPhfg1Q8s3HbbA,0.909,0.544,9,-11.692,1,0.0529,0.139,0.00614,0.457,0.962,125.918,247960,4
257,the pretenders,back on the chain gang,spotify:track:4cMHCRLPNoEbpnl2rz6GS9,0.598,0.901,2,-6.081,1,0.0359,0.116,0.0401,0.178,0.814,153.24,231120,4
258,stevie wonder,that girl,spotify:track:5oNi6zJgIcGh8pv3XlmZb3,0.792,0.691,6,-8.975,1,0.0431,0.102,1.67e-05,0.0679,0.899,106.979,313840,4
259,george benson,turn your love around,spotify:track:6a899bXlCuViXW2Qs8Rdqo,0.627,0.385,9,-13.655,0,0.0537,0.334,0,0.182,0.766,205.726,230107,4
260,imagination,music & lights,spotify:track:5IjRHvAK72BEtt45KS0pJl,0.735,0.702,0,-4.498,1,0.0437,0.184,9.08e-06,0.0637,0.699,99.928,215876,4
261,the cars,shake it up,spotify:track:5OWokvF4QOqMDQ8ByQsm6V,0.692,0.74,0,-7.466,1,0.0329,0.0723,8.83e-05,0.136,0.864,147.274,215440,4
262,tommy tutone,867-5309 (jenny jenny),spotify:track:6iX1f3r7oUJnMbGgQ2gx1j,0.584,0.708,5,-10.039,1,0.0593,0.0264,0.00364,0.112,0.564,137.657,226200,4
263,donna summer,love is in control (finger on the trigger),spotify:track:4mH6UBtgnFdjeBlS8HRIUX,0.834,0.705,7,-7.366,1,0.0433,0.328,0.00126,0.113,0.852,132.263,260200,4
264,dolly parton,i will always love you,spotify:track:6nRvgo4ySezQKD1D7NIqAu,0.446,0.142,9,-13.498,1,0.0335,0.96,0.00114,0.101,0.156,135.724,176093,4
265,olivia newton-john,heart attack,spotify:track:4i8ndPX530q3xSslpHeXz8,0.757,0.531,7,-8.054,1,0.0607,0.16,0.00244,0.0938,0.928,76.836,189859,4
266,dire straits,private investigations,spotify:track:0SqUwlygrVkMWkplNvvld1,0.551,0.101,4,-20.104,0,0.0309,0.699,0.542,0.0811,0.0691,84.407,406867,4
267,elton john,blue eyes,spotify:track:4PFhHd7DsNg0ke9Nmlxms5,0.518,0.229,7,-17.18,0,0.027,0.575,0.00363,0.123,0.159,106.665,206267,3
268,the jam,a town called malice,spotify:track:7MmbhYROCITEOlbtVqT00c,0.534,0.955,7,-5.338,1,0.0918,0.00368,0.0519,0.0719,0.759,101.724,174160,4
269,rem,radio free europe,spotify:track:46dGFTD918NMz1IP1rPJXO,0.367,0.685,4,-14.831,1,0.0464,0.00304,0.0478,0.109,0.854,154.953,245200,4
270,fleetwood mac,hold me,spotify:track:4kRMsLX7bJqjIfK44qJ9h6,0.709,0.571,10,-13.25,1,0.039,0.247,0.014,0.114,0.779,124.739,225333,4
271,duran duran,rio,spotify:track:43eBgYRTmu5BJnCJDBU5Hb,0.544,0.873,9,-7.425,1,0.0525,0.0415,1.82e-05,0.0925,0.676,140.902,337333,4
272,buckner & garcia,pac-man fever,spotify:track:1jinux2Q5Afix30KCtZiuz,0.802,0.831,10,-6.743,1,0.0627,0.485,0.000121,0.302,0.888,141.553,229042,4
273,queen,body language,spotify:track:2Mu43PmiJHMTNbtUjUWwOf,0.832,0.538,1,-9.667,1,0.0655,0.0387,0.00847,0.101,0.357,132.599,271600,4
274,rick springfield,don't talk to strangers,spotify:track:1syhTK7LlvpeWdZNsZARP0,0.799,0.714,1,-9.472,0,0.0421,0.286,0,0.145,0.67,123.207,180360,4
275,jon & vangelis,i'll find my way home,spotify:track:2UUPd83rV19BPDbjlp0RU6,0.525,0.6,0,-10.088,1,0.0287,0.31,0.000214,0.0707,0.711,172.415,270667,4
276,elton john,empty garden (hey hey johnny),spotify:track:01PjrDX13iIjeHc5iJZmb3,0.667,0.363,4,-13.498,1,0.0275,0.138,7.02e-06,0.41,0.224,109.208,308200,4
277,stevie nicks,leather & lace,spotify:track:2npStoMbQxG1LcIeF4PZrj,0.553,0.398,3,-11.67,1,0.0303,0.664,0,0.114,0.392,76.074,229227,4
278,bucks fizz,the land of make believe,spotify:track:37UqicRKCnIZ7XGdImMa4l,0.57,0.676,0,-13.21,1,0.0717,0.0986,0.0026,0.0668,0.843,170.265,218787,4
279,boystown gang,can't take my eyes off you,spotify:track:566U7bjbnK0I3RxObVVpA9,0.635,0.759,10,-12.032,1,0.0326,0.00173,0.686,0.0634,0.715,129.387,575675,4
280,the rolling stones,going to a go-go,spotify:track:0XFgoEfKXe4a2rXZHBP7re,0.616,0.973,9,-3.431,1,0.0538,0.212,0.151,0.869,0.893,128.09,203067,4
281,bertie higgins,key largo,spotify:track:41v56RunWqxgqTD4H2cwOD,0.503,0.659,0,-6.829,1,0.0356,0.443,0,0.153,0.33,101.668,198947,4
282,afrika bambaataa,planet rock,spotify:track:4FupIlegZgvXUuK79qcoKW,0.915,0.807,6,-9.636,0,0.13,0.011,0.000122,0.201,0.709,127.35,319960,4
283,phd,i won't let you down,spotify:track:1NXHwS75sCmkMZAE0zvwl0,0.553,0.406,9,-10.498,1,0.028,0.0524,0.686,0.125,0.231,108.713,242535,4
284,joan jett & the blackhearts,crimson & clover,spotify:track:4do0Z0rHdFUV3RSMxMQsdq,0.181,0.772,0,-5.201,1,0.0385,0.0601,0.00045,0.072,0.607,166.741,197493,4
285,the go gos,vacation,spotify:track:0oc7YoWV783fGr2GbdcIrz,0.5,0.823,4,-8.64,1,0.0264,0.0875,0,0.316,0.88,156.79,179827,4
286,talk talk,talk talk,spotify:track:6Vipnok4Hf5xpH6eJaxvr0,0.61,0.835,7,-7.778,0,0.046,9.07e-05,0.063,0.0422,0.828,135.248,203627,4
287,the stranglers,golden brown,spotify:track:2AX5E86cn9n2dgioZEjirI,0.562,0.383,6,-15.474,1,0.0304,0.143,0.124,0.138,0.599,93.764,206760,3
288,juice newton,the sweetest thing (i've ever known),spotify:track:4bRQodyVPba7f8mo3zyemR,0.253,0.323,7,-10.124,1,0.0268,0.55,1.22e-06,0.253,0.216,152.949,247227,4
289,spider murphy gang,skandal im sperrbezirk,spotify:track:3YBwqMrXwVbjAKmqcNf2PV,0.641,0.843,2,-7.529,1,0.0368,0.422,0.00253,0.213,0.89,92.873,216080,4
290,roxy music,more than this,spotify:track:6N7gPTru90HYLRUIVDQ185,0.653,0.666,6,-7.808,1,0.0249,0.0508,0.0466,0.139,0.765,128.505,270652,4
291,motels,only the lonely,spotify:track:1BZMMt9H0TheQGWQy44KmO,0.649,0.313,8,-16.631,1,0.0339,0.0503,0.0017,0.0864,0.708,115.493,196200,4
292,hot chocolate,it started with a kiss,spotify:track:0IHbliyeCC0fwrCx6WfGSp,0.785,0.725,7,-7.164,1,0.0872,0.405,0.00451,0.348,0.683,112.163,242987,4
293,u2,i will follow,spotify:track:0T702y9ndzZTnPq1bqiAM2,0.36,0.909,8,-6.827,1,0.0663,0.000347,3.28e-05,0.282,0.647,155.293,217387,4
294,haircut 100,love plus one,spotify:track:4vwLjB2NRtl9b34jRe6cWd,0.786,0.517,0,-14.507,1,0.0445,0.034,0.546,0.0998,0.958,136.923,212573,4
295,abba,the day before you came,spotify:track:6W26h4KbGUnEaav5VWIyJm,0.801,0.388,0,-14.594,0,0.0354,0.0498,0.00421,0.0525,0.736,108.071,349080,4
296,al bano & romina power,felicita,spotify:track:4hGS1qNEWd8fWHBjqbagEY,0.714,0.567,0,-8.634,1,0.029,0.363,0,0.0554,0.886,108.226,194573,4
297,andy borg,adios amor,spotify:track:378O2jRbZz2DclUZcgfvyM,0.652,0.865,5,-4.426,1,0.0289,0.601,0,0.239,0.808,117.976,200693,4
298,billy idol,hot in the city,spotify:track:5LeDMHIZ5YDZ2b1VOcYVcG,0.66,0.897,5,-5.558,1,0.0257,0.00316,2.25e-05,0.116,0.67,111.193,219133,4
299,air supply,even the nights are better ,spotify:track:09bRmFRViBORKQ2miwp04P,0.434,0.507,5,-10.422,1,0.0358,0.565,0,0.161,0.236,115.309,237107,4
300,irene cara,flashdance... what a feeling,spotify:track:5nUpmh8WSlQooSmNEUWDJo,0.657,0.666,10,-8.706,1,0.0337,0.202,2.59e-06,0.151,0.654,129.043,224173,4
301,the police,every breath you take,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,253920,4
302,michael jackson,billie jean,spotify:track:5ChkMS8OtdzJeqyybCc9R5,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827,4
303,culture club,karma chameleon,spotify:track:2wSAWEYUHkt92X4SBAPqZE,0.668,0.73,10,-7.182,1,0.0366,0.225,0,0.188,0.894,92.049,252773,4
304,michael jackson,beat it,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,0.779,0.867,3,-3.704,0,0.0457,0.0491,7.98e-06,0.197,0.915,138.858,258040,4
305,david bowie,let's dance,spotify:track:3ix6K4wZY29bCujrSznwFZ,0.654,0.743,10,-7.44,0,0.0605,0.0125,0.0272,0.153,0.632,114.846,457676,4
306,culture club,do you really want to hurt me?,spotify:track:1I6q6nwNjNgik1Qe8Oi0Y7,0.744,0.376,4,-14.996,0,0.0366,0.0815,0,0.108,0.42,100.78,262173,4
307,bonnie tyler,total eclipse of the heart,spotify:track:7wuJGgpTNzbUyn26IOY6rj,0.431,0.723,8,-5.887,1,0.0568,0.145,0,0.374,0.19,130.141,267360,4
308,ub40,red red wine,spotify:track:4uOKFydzAejjSFqYbv1XPt,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,183733,4
